,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Number_of_Common_Pitches,Pitch_Variety,Pitch_Class_Variety,Range,Most_Common_Pitch,Mean_Pitch,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Most_Common_Pitch_Class,Dominant_Spread,Strong_Tonal_Centres,Major_or_Minor,Glissando_Prevalence,Average_Range_of_Glissandos,Vibrato_Prevalence,Microtone_Prevalence,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Average_Number_of_Simultaneous_Pitch_Classes,Variability_of_Number_of_Simultaneous_Pitch_Classes,Average_Number_of_Simultaneous_Pitches,Variability_of_Number_of_Simultaneous_Pitches,Most_Common_Vertical_Interval,Second_Most_Common_Vertical_Interval,Distance_Between_Two_Most_Common_Vertical_Intervals,Prevalence_of_Most_Common_Vertical_Interval,Prevalence_of_Second_Most_Common_Vertical_Interval,Prevalence_Ratio_of_Two_Most_Common_Vertical_Intervals,Vertical_Unisons,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Vertical_Octaves,Perfect_Vertical_Intervals,Vertical_Dissonance_Ratio,Vertical_Minor_Third_Prevalence,Vertical_Major_Third_Prevalence,Chord_Duration,Partial_Chords,Standard_Triads,Diminished_and_Augmented_Triads,Dominant_Seventh_Chords,Seventh_Chords,Non-Standard_Chords,Complex_Chords,Minor_Major_Triad_Ratio,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Rhythmic_Looseness,Polyrhythms,Rhythmic_Variability,Note_Density,Note_Density_Variability,Average_Note_Duration,Variability_of_Note_Durations,Maximum_Note_Duration,Minimum_Note_Duration,Amount_of_Staccato,Average_Time_Between_Attacks,Variability_of_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Complete_Rests,Longest_Complete_Rest,Average_Rest_Fraction_Per_Voice,Variability_Across_Voices_of_Total_Rests_Per_Voice,Initial_Tempo,Compound_Or_Simple_Meter,Triple_Meter,Quintuple_Meter,Metrical_Diversity,Duration,Variability_of_Note_Prevalence_of_Pitched_Instruments,Variability_of_Note_Prevalence_of_Unpitched_Instruments,Number_of_Pitched_Instruments,Number_of_Unpitched_Instruments,Percussion_Instrument_Prevalence,String_Keyboard_Prevalence,Acoustic_Guitar_Prevalence,Electric_Guitar_Prevalence,Violin_Prevalence,Saxophone_Prevalence,Brass_Prevalence,Woodwinds_Prevalence,Orchestral_Strings_Prevalence,String_Ensemble_Prevalence,Electric_Instrument_Prevalence,Maximum_Number_of_Independent_Voices,Average_Number_of_Independent_Voices,Variability_of_Number_of_Independent_Voices,Voice_Equality_-_Number_of_Notes,Voice_Equality_-_Note_Duration,Voice_Equality_-_Dynamics,Voice_Equality_-_Melodic_Leaps,Voice_Equality_-_Range,Importance_of_Loudest_Voice,Relative_Range_of_Loudest_Voice,Relative_Range_Isolation_of_Loudest_Voice,Relative_Range_of_Highest_Line,Relative_Note_Density_of_Highest_Line,Relative_Note_Durations_of_Lowest_Line,Relative_Size_of_Melodic_Intervals_in_Lowest_Line,Voice_Overlap,Voice_Separation,Variability_of_Voice_Separation,Parallel_Motion,Similar_Motion,Contrary_Motion,Oblique_Motion,Parallel_Fifths,Parallel_Octaves,Dynamic_Range,Variation_of_Dynamics,Variation_of_Dynamics_In_Each_Voice,Average_Note_to_Note_Change_in_Dynamics
"/home/irisren/Dropbox/Patternfeatures/nonchecksong/non4/00001.mid",0.75, 0.75, 0.3333, 0.3333, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 71.0, 70.0, 0.0, 1.0, 0.0, 11.0, 1.0, 2.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.6667, 2.0, 2.0, 0.6667, 0.5, 0.6667, 0.6667, 0.0, 0.3333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 80.0, 1.5, 0.6621, 0.3379, 1.96, 1.0, 2.0, 2.0, 2.0, 0.0, 0.5, 0.05844, 2.0, 0.0, 0.3125, 0.125, 0.5, 0.25, 0.0, 0.2495, 0.0, 0.2495, 0.0, 0.4444, 1.75, 0.5556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.25, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 17.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 2.754, 2.754, 3.5
"/home/irisren/Dropbox/Patternfeatures/nonchecksong/non4/00002.mid",0.4, 0.4, 1.0, 1.0, 9.0, 9.0, 3.0, 3.0, 3.0, 9.0, 62.0, 66.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0, 2.25, 3.0, 4.0, 0.5, 0.5, 0.75, 0.5, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 69.0, 1.739, 0.26, 0.1364, 1.906, 0.3965, 7.0, 7.0, 7.0, 0.0, 0.2857, 0.03093, 2.5, 0.0, 0.3, 0.1425, 0.5, 0.125, 0.0, 0.3433, 0.1197, 0.3433, 0.1197, 0.4, 2.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 13.2, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 4.336, 4.336, 2.8
"/home/irisren/Dropbox/Patternfeatures/nonchecksong/non4/00003.mid",0.5, 0.5, 0.5, 0.5, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 64.0, 64.0, 0.0, 1.0, 0.0, 4.0, 1.0, 3.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 2.0, 3.0, 2.0, 0.3333, 1.0, 0.6667, 0.3333, 0.0, 0.3333, 0.3333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 2.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 48.0, 1.2, 0.254, 0.2501, 1.015, 0.5041, 4.0, 4.0, 4.0, 0.0, 0.75, 0.03904, 1.333, 0.0, 0.5625, 0.4732, 1.25, 0.25, 0.0, 0.6662, 0.5204, 0.6662, 0.5204, 0.3077, 2.75, 0.3846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.25, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 16.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 2.944, 2.944, 2.75
"/home/irisren/Dropbox/Patternfeatures/nonchecksong/non4/00004.mid",0.25, 0.25, 1.0, 1.0, 2.0, 2.0, 4.0, 4.0, 4.0, 5.0, 69.0, 71.0, 0.0, 0.75, 0.25, 0.0, 2.0, 2.0, 0.0, 0.25, 0.0, 0.0, 0.25, 2.0, 1.667, 2.0, 1.0, 0.6667, 0.5, 0.0, 0.0, 0.3333, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 60.0, 2.0, 0.522, 0.2542, 2.053, 0.7762, 3.0, 3.0, 3.0, 0.0, 0.6667, 0.0488, 2.0, 0.0, 0.375, 0.1443, 0.5, 0.25, 0.0, 0.3328, 0.1443, 0.3328, 0.1443, 0.4, 2.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 17.75, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 3.862, 3.862, 4.75
"/home/irisren/Dropbox/Patternfeatures/nonchecksong/non4/00005.mid",0.4, 0.4, 1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 69.0, 69.0, 0.0, 1.0, 0.0, 9.0, 1.0, 3.0, 0.0, 0.2, 0.0, 0.0, 0.2, 2.0, 2.5, 2.0, 2.0, 0.75, 0.3333, 0.25, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 2.0, 4.0, 3.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 60.0, 2.0, 0.2936, 0.1479, 1.985, 0.4415, 6.0, 6.0, 6.0, 0.0, 0.3333, 0.03355, 2.5, 0.0, 0.25, 0.08839, 0.375, 0.125, 0.0, 0.2495, 0.1021, 0.2495, 0.1021, 0.4444, 1.75, 0.5556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.25, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 13.8, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 2.828, 2.828, 2.6
"/home/irisren/Dropbox/Patternfeatures/nonchecksong/non4/00006.mid",1.0, 1.0, 0.0, 0.0, 74.0, 2.0, 1.0, 1.0, 1.0, 0.0, 74.0, 74.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.3333, 0.0, 0.0, 0.3333, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 0.0, 120.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.07881, 3.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.2495, 0.0, 0.2495, 0.0, 0.5714, 1.25, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.75, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 3.055, 3.055, 3.333
"/home/irisren/Dropbox/Patternfeatures/nonchecksong/non4/00007.mid",0.6667, 0.6667, 0.5, 0.5, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 78.0, 77.0, 0.0, 0.0, 1.0, 6.0, 1.0, 2.0, 0.0, 0.3333, 0.0, 0.0, 0.3333, 0.0, 1.0, 2.0, 2.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 80.0, 1.5, 0.5197, 0.4803, 1.082, 1.0, 2.0, 2.0, 2.0, 0.0, 0.5, 0.0556, 1.5, 0.0, 0.375, 0.125, 0.5, 0.25, 0.0, 0.3745, 0.1768, 0.3745, 0.1768, 0.4706, 1.625, 0.5294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.125, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 25.67, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 3.215, 3.215, 2.0
"/home/irisren/Dropbox/Patternfeatures/nonchecksong/non4/00008.mid",0.25, 0.25, 1.0, 1.0, 1.0, 1.0, 4.0, 4.0, 4.0, 5.0, 66.0, 68.0, 0.0, 1.0, 0.0, 6.0, 2.0, 2.0, 0.0, 0.25, 0.0, 0.0, 0.25, 2.0, 1.667, 2.0, 1.0, 0.6667, 0.5, 0.0, 0.0, 0.3333, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 80.0, 1.5, 0.6816, 0.3184, 2.14, 1.0, 2.0, 2.0, 2.0, 0.0, 0.5, 0.05915, 2.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.2495, 0.0, 0.2495, 0.0, 0.5, 1.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 17.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 4.509, 4.509, 2.75
"/home/irisren/Dropbox/Patternfeatures/nonchecksong/non4/00009.mid",0.3333, 0.3333, 1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 76.0, 77.0, 0.0, 0.0, 1.0, 4.0, 1.0, 3.0, 0.0, 0.3333, 0.0, 0.0, 0.3333, 1.0, 1.5, 2.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 60.0, 2.0, 0.6702, 0.3298, 2.032, 1.0, 2.0, 2.0, 2.0, 0.0, 1.0, 0.05872, 1.5, 0.0, 0.4167, 0.1443, 0.5, 0.25, 0.0, 0.4995, 0.0, 0.4995, 0.0, 0.4444, 1.75, 0.5556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.25, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 25.67, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.155, 1.155, 0.6667
"/home/irisren/Dropbox/Patternfeatures/nonchecksong/non4/00010.mid",0.25, 0.25, 1.0, 1.0, 2.0, 5.0, 4.0, 4.0, 4.0, 7.0, 67.0, 70.0, 0.0, 0.75, 0.25, 2.0, 3.0, 1.0, 0.0, 0.25, 0.0, 0.0, 0.25, 2.0, 2.333, 2.0, 1.0, 0.6667, 0.5, 0.3333, 0.0, 0.0, 0.6667, 0.3333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 60.0, 2.0, 0.4125, 0.4006, 1.03, 0.8131, 3.0, 3.0, 3.0, 0.0, 1.0, 0.04739, 0.8, 0.7071, 1.0, 0.7071, 2.0, 0.5, 0.0, 0.6662, 0.2887, 0.6662, 0.2887, 0.2, 4.5, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 17.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 3.686, 3.686, 2.25
