,,,,,,,,
141,47,51,17,3,48,34,6,1
104,119,33,20,10,26,23,8,2
123,47,66,18,2,37,51,6,2
2,6,5,116,51,32,33,34,19
2,6,3,49,172,3,12,26,41
3,1,3,4,0,319,25,0,0
38,18,25,11,3,60,197,2,0
2,4,0,26,28,0,10,192,49
2,1,1,12,36,2,3,51,237
