@relation group4
@attribute class {'X1','X2','X3','X4'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@attribute Rhythmic_Looseness numeric
@data
'X3',0.3333,0.3333,1,1,6,1,3,3,3,7,67,71,0.3333,0.6667,1,2,1,6,6.5,2,1,0.5,1,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,2,6,0,160,0,160,1,0,0,1,1,1,1,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0,0.187,0.08839,0.6154,1.125,1.625,0
'X3',0.375,0.375,0.6667,0.6667,3,2,4,4,4,5,74,73,0.5,0.5,2,2,3,3,2,4,3,0.4286,0.6667,0.8571,0.2857,0.1429,0.1429,0.5714,0,0,0,0,0,0,0,3,0,0.6,1.667,3,1.5,80,120,1.5,0.25,0.25,1,0.5,5,5,5,0.4,0.03569,2.667,0,0.3125,0.1157,0.5,0.25,0,0.3209,0.122,0.2857,3,3.5,0
'X3',0.3,0.3,1,1,4,4,6,6,6,10,67,68,1,0,7,4,2,1,2.667,5,3,0.3333,0.6667,0.4444,0.1111,0.3333,0.3333,0.3333,0.2222,0,0,0,0,0,0,0.5,0,0.5,2,4.75,2.75,120,52,2.308,0.1667,0.1,1.667,0.2667,5,14,9,0.2222,0.02304,3.333,0,0.2292,0.1116,0.5,0.125,0,0.2263,0.1181,0.3038,2.791,3.292,0
'X3',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,74,73,0.25,0.75,2,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.5,2,2,1.5,120,48,2.5,0.4,0.2,2,0.6,4,4,4,0.5,0.04137,2,0,0.4375,0.125,0.5,0.25,0,0.4162,0.1443,0.3636,2.25,2.75,0
'X3',0.6,0.6,0.3333,0.3333,2,2,3,3,3,6,74,74,0.2,0.8,2,1,3,2,2,3,2,0.5,0.5,0.5,0.25,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0.6667,3,2,1.5,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0.6667,0.04891,2.5,0,0.3,0.1118,0.5,0.25,0,0.2495,0,0.4,2,2.5,0
'X3',0.3333,0.3333,1,1,4,4,3,3,3,5,65,68,1,0,5,2,1,1,2.5,2,3,0.5,1,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2,0
'X3',0.5,0.5,0.5,0.5,1,2,3,3,3,3,72,72,0.75,0.25,0,1,3,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0.3333,3,2,2,60,120,2,0.4,0.4,1,0.8,3,3,3,0.6667,0.04702,1,0,0.75,0.2887,1,0.5,0,0.6662,0.2887,0.25,3.5,4,0
'X3',0.3333,0.3333,1,1,10,2,3,3,3,14,62,70,0.6667,0.3333,0,1,3,4,7,2,6,0.5,1,1,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0,0.2495,0,0.6154,1.125,1.625,0
'X3',0.6667,0.6667,0.25,0.5,7,5,3,3,2,12,74,73,0.1667,0.8333,2,2,1,0,4.8,4,5,0.4,0.5,0.8,0.4,0,0,0,0.2,0,0.2,0,0,0.2,0,0,0,0.3333,1.5,9.5,1.667,80,40,2,0.3333,0.2222,1.5,0.5556,5,5,5,0.4,0.03778,1.5,0,0.5,0.2739,0.75,0.25,0,0.4495,0.2739,0.25,3.5,4,0
'X3',0.6,0.6,0.3333,0.3333,3,4,3,3,3,7,62,62,1,0,2,2,1,4,2.75,3,4,0.5,0.5,1,0.25,0,0,0.75,0,0,0,0,0,0,0,0.5,0,0.6667,3,7,1.5,120,60,2,0.375,0.25,1.5,0.625,4,4,4,0.75,0.04146,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75,0
'X3',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,71,70,1,0,11,1,2,0,0.9091,2,2,0.5455,0.8333,0.5455,0.5455,0,0.4545,0,0,0,0,0,0,0,0,0,0.25,0.4,1.25,2,1.4,40,120,3,0.2632,0.1579,1.667,0.4211,5,9,5,0.8,0.03022,1.333,0.5303,0.7083,0.5991,1.5,0.125,0,0.7609,0.5981,0.1053,9,9.5,0
'X3',0.4444,0.4444,0.5,0.5,2,9,4,4,4,6,69,68,1,0,9,2,2,3,2.25,3,1,0.5,0.75,0.625,0.125,0,0.375,0.5,0,0,0,0,0,0,0,0,0,0.4286,1.75,4,3,120,80,1.5,0.2609,0.2174,1.2,0.4783,5,5,5,0.6,0.03534,2.25,0,0.3333,0.1768,0.75,0.25,0,0.2808,0.08839,0.25,3.5,4,0
'X3',0.3333,0.3333,1,1,5,5,3,3,3,9,62,66,1,0,2,2,1,5,7,2,4,0.5,1,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,2,9,0,54,60,1.111,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.5417,0.439,1,0.125,0,0.562,0.6187,0.381,2.125,2.625,0
'X3',0.4286,0.4286,0.3333,0.3333,2,5,5,5,5,9,67,68,0.8571,0.1429,7,3,3,2,3.333,5,2,0.3333,0.5,0.5,0.1667,0,0.3333,0.3333,0,0,0,0.1667,0,0,0,1,0,0.6,1.667,6,2.5,60,120,2,0.3077,0.3077,1,0.6154,3,5,3,0.6667,0.03939,1.75,0,0.4643,0.1725,0.75,0.25,0,0.4995,0.1581,0.2353,3.75,4.25,0
'X3',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,72,72,0.6667,0.3333,0,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2,0
'X3',0.3333,0.3333,0.5,0.5,7,2,5,5,5,7,74,71,0.6667,0.3333,2,4,2,2,3.6,4,1,0.4,0.5,0.6,0,0,0.4,0.4,0,0,0.2,0,0,0,0,1,0,0.6,1.667,4.333,5,80,40,2,0.4,0.2,2,0.6,4,4,4,0.5,0.04137,1.5,0,0.5,0.5,1.5,0.25,0,0.5495,0.542,0.25,3.5,4,0
'X3',0.4,0.4,0.5,0.5,2,7,4,4,4,5,67,69,1,0,7,2,3,0,1.5,4,1,0.25,1,0.5,0.25,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0,0.3333,3,1,1,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0.6,0.03903,1.667,0,0.55,0.4108,1.25,0.25,0,0.3745,0.1443,0.2667,3.25,3.75,0
'X3',0.25,0.25,1,1,2,2,4,4,4,5,69,71,0.75,0.25,0,2,2,1,2.667,3,1,0.3333,1,0,0,0.3333,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0.3333,3,5,0,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5,0
'X3',0.6667,0.6667,0.25,0.25,3,2,3,3,3,5,74,73,0.1667,0.8333,2,2,1,0,1.4,3,2,0.4,1,0.6,0.4,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0.6667,3,5,1.333,60,80,1.333,0.2727,0.2727,1,0.5455,3,5,5,0.4,0.0382,2,0,0.375,0.1369,0.5,0.25,0,0.3495,0.1369,0.3077,2.75,3.25,0
'X3',0.3333,0.3333,1,1,1,4,3,3,3,5,71,73,0.6667,0.3333,0,2,1,1,2.5,2,3,0.5,1,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.4167,0.2887,0.75,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X3',0.25,0.5,1,0.5,5,7,4,4,3,12,59,65,1,0,11,3,1,7,6.333,2,2,0.6667,0.5,0.6667,0,0,0,0,0.3333,0,0.6667,0,0,0,0,0,0,0.6667,3,12,0,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1,0,0.875,0.4787,1.5,0.5,0,0.9995,0.5,0.2222,4,4.5,0
'X3',0.4,0.4,0.5,0.5,4,11,4,4,4,5,71,70,1,0,11,2,2,0,2.5,4,2,0.25,1,0.5,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.3333,1.5,2.5,1,120,40,3,0.4286,0.2857,1.5,0.7143,3,3,3,1,0.04615,1.25,0,0.6,0.2236,1,0.5,0,0.6245,0.25,0.25,3.5,4,0
'X3',0.25,0.25,0.6667,0.6667,7,4,5,6,6,10,78,76,0.25,0.75,6,3,1,3,4.909,6,4,0.2727,1,0.5455,0,0.1818,0.1818,0.2727,0.09091,0,0.2727,0.1818,0,0,0,0,0,0.4545,1.375,6.375,4.833,48,60,1.25,0.2174,0.2174,1,0.4348,5,5,5,0.2,0.03501,1.714,0.5303,0.4167,0.1946,0.75,0.25,0,0.5222,0.2611,0.2857,3.5,7,0
'X3',0.3,0.3,0.6667,0.6667,2,9,5,5,5,7,71,72,0.6,0.4,11,4,2,5,2.889,5,5,0.3333,0.6667,0.4444,0.2222,0,0.2222,0.2222,0.3333,0,0,0,0,0,0,1,0,0.4286,1.75,5.25,2.2,80,120,1.5,0.3125,0.3125,1,0.625,4,5,4,0.25,0.03903,2,1.768,0.425,0.3129,1.25,0.25,0,0.444,0.3254,0.1905,4.75,5.25,0
'X3',0.3333,0.3333,1,1,5,6,3,3,3,6,66,69,1,0,0,2,1,1,3,2,4,0.5,1,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2,0
'X3',0.5,0.5,0.5,0.5,2,9,3,3,3,5,71,71,0.75,0.25,11,2,1,0,1.667,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.375,0.25,0.75,0.25,0,0.2495,0,0.4,2,2.5,0
'X3',0.4286,0.4286,0.3333,0.3333,7,4,5,5,5,11,74,72,0.4286,0.5714,2,3,1,7,4.167,5,7,0.3333,0.5,0.6667,0.1667,0,0.1667,0.1667,0.1667,0,0.3333,0,0,0,0,0,0,0.6,2.5,9,2,120,40,3,0.3333,0.2222,1.5,0.5556,5,5,5,0.6,0.03778,2.333,0,0.3929,0.2835,1,0.25,0,0.4162,0.3028,0.2667,3.25,3.75,0
'X3',0.1818,0.2727,1,0.6667,2,2,6,6,5,14,67,70,0.6364,0.3636,2,5,1,5,5.1,5,5,0.3,0.6667,0.6,0.2,0,0,0.2,0.3,0,0.2,0,0,0,0.1,0,0,0.5,2,10.5,3.2,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1.375,0.05893,0.6364,0.2335,1,0.5,0,0.6495,0.2415,0.125,7.5,8,0
'X3',0.4,0.4,0.5,0.5,5,5,4,4,4,7,67,66,1,0,7,3,2,2,3.25,3,2,0.5,0.5,0.25,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0.2,0.5,2,5.5,2,80,40,2,0.3333,0.1667,2,0.5,5,5,5,0.4,0.03674,1.25,0,0.6,0.2236,0.75,0.25,0,0.562,0.2394,0.25,3.5,4,0
'X3',0.5,0.5,1,1,7,7,2,2,2,7,62,65,1,0,2,2,0,0,2.333,2,7,0.6667,0.5,1,0.6667,0,0,0,0,0,0.3333,0,0,0,0,0,0,1,0,0,1,120,60,2,0.5,0.3333,1.5,0.8333,3,3,3,1,0.04891,1.333,0,0.5,0,0.5,0.5,0,0.4995,0,0.3333,2.5,3,0
'X3',0.5,0.5,0.5,0.5,4,4,3,3,3,5,62,64,1,0,2,2,2,0,2,3,1,0.3333,1,0.3333,0.3333,0.3333,0.3333,0,0.3333,0,0,0,0,0,0,0,0,0.5,2,5,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2,0
'X3',0.5,0.5,0.5,0.5,5,5,3,3,3,5,79,77,0,1,7,2,2,1,2.333,2,4,0.6667,0.5,0,0,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0.3333,1.5,1,2,80,40,2,0.4,0.2,2,0.6,4,4,4,0.5,0.04137,2,0,0.4375,0.2394,0.75,0.25,0,0.4995,0.25,0.3636,2.25,2.75,0
'X3',0.5,0.5,1,1,2,2,2,2,2,2,72,73,0.5,0.5,0,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2,0
'X3',0.8333,0.8333,0.2,0.2,1,11,2,2,2,1,71,71,1,0,11,1,2,0,0.4,2,1,0.6,0.6667,0.6,0.6,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1.25,80,40,2,0.2222,0.1111,2,0.3333,8,8,8,0.375,0.02846,2,0,0.3958,0.2786,0.75,0.125,0,0.4245,0.301,0.2963,2.875,3.375,0
'X3',0.5,0.5,0.5,0.5,2,5,3,3,3,7,69,71,0.75,0.25,9,3,1,2,3.667,2,5,0.6667,0.5,0.3333,0,0,0.6667,0,0,0,0.3333,0,0,0,0,0,0,0.3333,1.5,4.5,2,69,96,1.391,0.25,0.25,1,0.5,4,4,4,0.25,0.03903,2,0,0.3438,0.1875,0.5,0.125,0,0.2912,0.1909,0.4211,1.875,2.375,0
'X3',0.4,0.4,0.5,0.5,2,2,4,4,4,7,62,64,1,0,2,4,1,2,4.25,4,1,0.25,1,0.5,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0.5,2,5,3,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X3',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,71,72,0.6667,0.3333,11,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,3,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2,0
'X3',0.6667,0.6667,0.5,0.5,5,7,2,2,2,5,74,72,0.3333,0.6667,2,2,1,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,2,5,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2,0
'X3',0.5,0.5,0.5,0.5,2,10,3,3,3,4,70,71,0.75,0.25,10,1,3,4,3.333,2,2,0.6667,0.5,0.6667,0,0,0.3333,0.6667,0,0,0,0,0,0,0,0,0,0.3333,1.5,3,2,160,120,1.333,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,4,0,0.1875,0.07217,0.25,0.125,0,0.1662,0.07217,0.5714,1.25,1.75,0
'X3',0.5,0.5,0.5,0.5,9,9,3,3,3,9,71,67,1,0,11,2,1,0,4.667,3,5,0.3333,1,0.3333,0.3333,0,0,0,0.3333,0,0,0.3333,0,0,0,0,0,0.5,2,9,1,40,48,1.2,0.3333,0.3333,1,0.6667,3,3,3,0.6667,0.04522,1.333,0,0.625,0.433,1.25,0.25,0,0.6662,0.5204,0.2857,3,3.5,0
'X3',0.4,0.4,0.5,0.5,7,2,4,4,4,7,74,71,0.6,0.4,2,3,2,0,3.25,4,1,0.25,1,0.5,0.25,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0.6667,1.5,3,1,60,80,1.333,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.25,0,0.6,0.2236,0.75,0.25,0,0.687,0.3146,0.3333,2,4.5,0
'X3',0.375,0.375,0.6667,0.6667,2,9,4,4,4,7,71,71,0.625,0.375,11,4,1,3,3.714,4,2,0.4286,0.6667,0.7143,0.1429,0,0,0.4286,0.2857,0,0.1429,0,0,0,0,0,0,0.5,1.2,3.8,3,120,48,2.5,0.2632,0.2105,1.25,0.4737,5,5,5,0.6,0.03598,2.667,0,0.3125,0.1157,0.5,0.25,0,0.3209,0.122,0.2857,3,3.5,0
'X3',0.3333,0.3333,1,1,7,2,3,3,3,9,67,72,0.3333,0.6667,2,2,1,2,5.5,2,7,0.5,1,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,2,2,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X3',0.5,0.5,0.6667,0.6667,3,9,3,3,3,3,72,70,1,0,0,1,3,0,0.6,3,1,0.6,0.3333,0.6,0.6,0.2,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,48,80,1.667,0.2727,0.2727,1,0.5455,3,5,5,0.2,0.0382,2,0,0.4167,0.1291,0.5,0.25,0,0.3995,0.1369,0.2857,3,3.5,0
'X3',0.3333,0.3333,0.6667,0.6667,2,2,5,5,5,8,62,64,1,0,2,4,2,0,3.5,6,5,0.25,1,0.375,0.25,0.125,0.25,0,0.25,0,0.125,0.125,0,0,0,0,0,0.3333,2,6.667,3,120,60,2,0.2609,0.2174,1.2,0.4783,5,5,5,0.6,0.03567,3,0,0.3056,0.1102,0.5,0.25,0,0.2808,0.08839,0.2667,3.25,3.75,0
'X3',0.3,0.3,0.6667,0.6667,4,11,6,6,6,10,71,70,0.9,0.1,11,4,1,1,2.889,5,2,0.3333,0.6667,0.5556,0.1111,0.3333,0.3333,0.4444,0,0,0,0.1111,0,0,0,1,0,0.625,2.667,8.333,4.25,80,40,2,0.2308,0.1923,1.2,0.4231,5,5,5,0.4,0.03491,2,1.768,0.4,0.3162,1.25,0.25,0,0.4162,0.3307,0.2,4.5,5,0
'X3',0.5,0.5,0.5,0.5,9,3,3,3,3,9,76,72,0.5,0.5,4,2,2,0,4.667,3,5,0.3333,1,0.3333,0.3333,0,0,0,0.3333,0,0,0.3333,0,0,0,0,0,0.5,2,5,1,69,80,1.159,0.25,0.25,1,0.5,4,4,4,0.25,0.03903,2,0,0.3125,0.1614,0.5,0.125,0,0.2912,0.1909,0.4444,1.75,2.25,0
'X3',0.4,0.4,0.5,0.5,4,4,4,4,4,7,64,63,1,0,4,3,1,2,3.5,3,1,0.5,0.5,0.5,0,0,0.5,0.25,0,0,0.25,0,0,0,0,0,0,0.5,2,6,2,48,60,1.25,0.2857,0.2857,1,0.5714,5,5,5,0.2,0.03694,2.5,0,0.35,0.2236,0.75,0.25,0,0.3745,0.25,0.3636,2.25,2.75,0
'X3',0.6667,0.6667,0.5,0.5,3,3,2,2,2,3,64,65,1,0,4,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X3',0.6,0.6,0.3333,0.3333,5,4,3,3,3,9,74,73,0.2,0.8,2,2,2,0,4.5,4,4,0.25,1,0.5,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0.6667,1.5,6.5,2,40,60,1.5,0.3333,0.3333,1,0.6667,4,4,4,0.75,0.0412,1,0.8839,0.8,0.2092,1,0.5,0,0.812,0.2394,0.2,4.5,5,0
'X3',0.4,0.4,1,1,2,2,3,3,3,4,74,75,0,1,2,1,3,2,3,2,2,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,1.333,3.333,3,120,69,1.739,0.3333,0.1667,2,0.5,5,5,5,0.2,0.03674,2.5,0,0.225,0.0559,0.25,0.125,0,0.2183,0.0625,0.4706,1.625,2.125,0
'X3',0.5,0.5,0.3333,0.3333,2,9,4,4,4,7,69,71,0.8333,0.1667,9,3,2,7,3.4,4,7,0.4,0.5,0.6,0.2,0.2,0.4,0,0,0,0.4,0,0,0,0,0,0,0.25,2,5,1.5,48,60,1.25,0.2222,0.2222,1,0.4444,5,5,5,0.2,0.03568,2,0,0.4167,0.2041,0.75,0.25,0,0.4495,0.2092,0.2857,3,3.5,0
'X3',0.4,0.4,1,1,2,2,3,3,3,4,69,69,1,0,9,1,3,2,1.5,2,2,0.75,0.3333,0.25,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0.2,0.6667,3,4,2,120,40,3,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,1.25,0,0.625,0.5154,1.5,0.125,0,0.6558,0.5896,0.2424,3.625,4.125,0
'X3',0.3333,0.3333,1,1,4,7,3,3,3,5,67,70,1,0,0,2,1,1,3,2,4,0.5,1,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,2,1,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.5833,0.5774,1.25,0.25,0,0.2495,0,0.3636,2.25,2.75,0
'X3',0.2857,0.2857,1,1,3,9,5,5,5,6,69,69,1,0,0,2,2,2,3.167,5,1,0.3333,0.5,0.1667,0,0.1667,0.5,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0.5,1.5,3.25,2.5,120,40,3,0.5714,0.1429,4,0.7143,4,4,1,1,0.04883,1.75,0,0.5,0.4564,1.5,0.25,0,0.5412,0.4852,0.2222,4,4.5,0
'X3',0.6,0.6,0.6667,0.6667,3,9,2,2,2,3,74,72,0.4,0.6,2,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,1.333,3,2,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0.6667,0.04891,2.5,0,0.3,0.1118,0.5,0.25,0,0.2495,0,0.4,2,2.5,0
'X3',0.2,0.2,1,1,3,4,5,5,5,10,66,70,0.8,0.2,0,4,1,5,4.75,3,2,0.5,0.5,0.25,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0.75,2,4.5,0,120,40,3,0.3333,0.1667,2,0.5,5,5,5,0.6,0.03674,1.667,0,0.45,0.326,1,0.25,0,0.437,0.375,0.3077,2.75,3.25,0
'X3',0.4,0.4,0.5,0.5,2,2,4,4,4,5,65,65,1,0,5,2,2,0,2.25,4,2,0.25,1,0.75,0.25,0,0.25,0.5,0,0,0,0,0,0,0,1,0,0.6667,1.5,3,1,40,120,3,0.3333,0.3333,1,0.6667,4,4,4,0.5,0.0412,1.667,0,0.5,0.3062,1,0.25,0,0.4995,0.3536,0.2857,3,3.5,0
'X3',0.3333,0.3333,0.5,0.5,4,9,5,5,5,9,71,71,0.6667,0.3333,11,5,1,2,4.2,5,1,0.2,1,0.6,0,0,0.2,0.4,0.2,0,0.2,0,0,0,0,1,0,0.8,2.5,8,3,96,69,1.391,0.3,0.2,1.5,0.5,4,5,5,0.2,0.03655,3,0,0.2292,0.05103,0.25,0.125,0,0.2245,0.0559,0.4211,1.875,2.375,0
'X3',0.25,0.25,1,1,4,2,4,4,4,7,67,71,0.75,0.25,0,3,1,1,3.333,3,1,0.3333,1,0.3333,0,0.3333,0.6667,0,0,0,0.3333,0,0,0,0,0,0,0.3333,3,7,0,80,120,1.5,0.4,0.4,1,0.8,3,3,3,0.3333,0.04702,2,0,0.4375,0.125,0.5,0.25,0,0.4162,0.1443,0.3636,2.25,2.75,0
'X3',0.6,0.6,0.3333,0.3333,4,4,3,3,3,4,71,69,1,0,11,1,3,2,2,3,2,0.5,0.5,0.5,0.25,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0.6667,1.5,3,1.5,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0.5,0.04024,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5,0
'X3',0.5,0.5,0.3333,0.3333,2,2,4,4,4,7,64,65,1,0,4,4,1,0,1.8,3,2,0.4,1,0.4,0.4,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0.6667,3,2,1,120,80,1.5,0.4,0.3,1.333,0.7,3,4,3,0.6667,0.04285,3,0,0.2917,0.1021,0.5,0.25,0,0.2495,0,0.3636,2.25,2.75,0
