@relation groupnon
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X5',0.5,0.5,0.5,0.5,2,2,3,3,3,4,67,68,1,0,7,1,3,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,1,0,0,1,80,60,1.333,0.362,0.2215,1.635,0.5834,4,4,4,0,0.5,0.04036,1.333,0,0.5,0.2041,0.75,0.25,0.4995,0.25,0.3333,2.5,3
'X5',0.6,0.6,0.3333,0.3333,2,2,3,3,3,4,74,74,0.2,0.8,2,1,3,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,60,40,1.5,0.2214,0.208,1.065,0.4294,5,5,5,0,0.4,0.03491,1.667,0,0.45,0.326,1,0.25,0.4995,0.3536,0.3077,2.75,3.25
'X5',0.4,0.4,0.5,0.5,2,9,4,4,4,5,69,71,0.8,0.2,9,2,3,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.4856,0.3303,1.47,0.8159,3,3,3,0,0.6667,0.04826,2.5,0,0.3,0.1118,0.5,0.25,0.2495,0,0.4,2,2.5
'X5',0.5,0.5,0.5,0.5,2,2,3,3,3,4,67,68,1,0,7,1,3,0,2,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0.5,2,4,1,120,60,2,0.5103,0.253,2.017,0.7633,3,3,3,0,0.6667,0.04836,2,0,0.3125,0.125,0.5,0.25,0.3328,0.1443,0.4444,1.75,2.25
'X5',0.3333,0.3333,1,1,1,1,3,3,3,3,78,79,0,1,6,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.5077,0.4923,1.031,1,2,2,2,0,0.5,0.05556,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X5',0.3333,0.3333,1,1,2,2,3,3,3,4,72,74,0.3333,0.6667,0,1,3,2,3,2,2,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0.3333,0.5,2,4,0,120,160,1.333,0.5581,0.4419,1.263,1,2,2,2,0,0.5,0.05593,1.5,0,0.4167,0.3146,0.75,0.125,0.2495,0.1768,0.4444,1.75,2.25
'X5',0.5714,0.5714,0.25,0.25,7,2,4,4,4,9,74,72,0.2857,0.7143,2,2,1,2,3,5,2,0.3333,0.5,0.6667,0.1667,0,0.3333,0.3333,0,0,0.1667,0,0,0,1,0,0.6,2.5,5.5,2,120,80,1.5,0.334,0.2576,1.297,0.5917,4,5,4,0,0.5,0.03842,3.5,0,0.25,0,0.25,0.25,0.2495,0,0.3636,2.25,2.75
'X5',0.4,0.4,0.5,0.5,5,7,4,4,4,5,72,70,1,0,0,2,3,1,2.75,4,1,0.25,1,0.25,0,0.25,0.5,0.25,0.25,0,0,0,0,0,0,0,0.75,2,3,3,120,80,1.5,0.2878,0.1483,1.94,0.4361,6,6,6,0,0.3333,0.03337,2.5,0,0.275,0.1369,0.5,0.125,0.2808,0.1573,0.4211,1.875,2.375
'X5',0.5,0.5,0.5,0.5,2,11,3,3,3,3,71,70,1,0,11,1,3,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0.3333,3,3,2,120,60,2,0.5292,0.2372,2.231,0.7664,3,3,3,0,0.6667,0.04903,2,0,0.3125,0.125,0.5,0.25,0.3328,0.1443,0.4444,1.75,2.25
'X5',0.2857,0.2857,1,1,2,2,5,5,5,7,72,73,0.4286,0.5714,0,3,2,2,2.667,4,1,0.5,0.3333,0.1667,0,0.1667,0.6667,0.1667,0,0.1667,0,0,0,0,0,0,0.3333,3,6.5,3.5,80,40,2,0.3566,0.2195,1.625,0.5761,4,5,4,0,0.5,0.03862,2.333,0,0.3929,0.1967,0.75,0.25,0.4162,0.2041,0.2667,3.25,3.75
'X5',0.4286,0.4286,1,1,2,2,3,3,3,7,67,68,0.8571,0.1429,7,3,2,0,1.5,3,2,0.5,0.6667,0.5,0.5,0,0.3333,0,0.1667,0,0,0,0,0,0,0,0.6667,3,2,1.75,120,60,2,0.2817,0.2679,1.051,0.5496,5,5,5,0,0.6,0.03662,2.333,0,0.3929,0.1336,0.5,0.25,0.3745,0.1369,0.2667,3.25,3.75
'X5',0.6667,0.6667,0.3333,0.3333,3,9,3,3,3,5,74,73,0.2222,0.7778,2,2,2,0,1.25,3,2,0.5,0.5,0.75,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0.5,2,3.5,1.5,120,80,1.5,0.2051,0.2028,1.011,0.4079,5,10,5,0,0.6,0.02947,3,0,0.2778,0.1042,0.5,0.125,0.2808,0.1108,0.2857,3,3.5
'X5',0.25,0.375,1,0.6667,7,5,5,5,4,12,67,73,0.375,0.625,7,2,2,3,3.714,6,3,0.2857,0.5,0.5714,0.1429,0,0.1429,0.4286,0.1429,0,0,0.1429,0,0,2,0,0.5,3,8.5,3.333,80,120,1.5,0.2791,0.2267,1.231,0.5058,5,5,5,0,0.4,0.03575,2.667,0,0.3281,0.1145,0.5,0.25,0.3209,0.122,0.2759,3.125,3.625
'X5',0.2,0.2,1,1,2,2,5,5,5,7,64,67,1,0,4,4,1,2,2.5,3,1,0.5,0.5,0,0,0.25,0.75,0,0.25,0,0,0,0,0,0,0,0.5,4,7,0,120,80,1.5,0.4946,0.3504,1.412,0.8451,3,3,3,0,0.6667,0.04907,2.5,0,0.35,0.2236,0.75,0.25,0.2495,0,0.3636,2.25,2.75
'X5',0.4,0.4,0.5,0.5,5,5,4,4,4,5,67,65,1,0,7,2,3,2,2.5,3,1,0.5,0.5,0,0,0.25,0.75,0,0.25,0,0,0,0,0,0,0,0.25,4,5,4,120,60,2,0.3875,0.258,1.502,0.6455,5,5,3,0,1,0.03973,1.667,0,0.4,0.1369,0.5,0.25,0.3745,0.1443,0.3333,2.5,3
'X5',0.6667,0.6667,0.5,0.5,5,7,2,2,2,5,69,70,0.6667,0.3333,9,2,1,0,2.5,2,5,0.5,1,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,120,69,1.739,0.349,0.3379,1.033,0.6869,3,3,3,0,0.3333,0.04526,1.5,0,0.3333,0.1909,0.5,0.125,0.437,0.08839,0.5,1.5,2
'X5',0.3333,0.5,0.5,0.3333,12,1,5,5,4,12,79,73,0.5,0.5,7,2,2,1,3.6,3,1,0.4,1,0.2,0,0.4,0.8,0,0,0,0,0,0,0.2,0,0,0.4,1.667,5.667,2,120,60,2,0.376,0.275,1.367,0.6511,3,5,3,0,1,0.04022,2,0,0.4167,0.1291,0.5,0.25,0.3995,0.1369,0.2857,3,3.5
'X5',0.4,0.4,1,1,2,2,3,3,3,5,69,70,0.8,0.2,9,2,2,0,1.25,3,2,0.5,0.5,0.75,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,1,120,76,1.579,0.3253,0.1761,1.848,0.5014,5,5,5,0,0.2,0.03653,5,0,0.1916,0.1046,0.375,0.125,0.1974,0.1197,0.5107,1.458,1.958
'X5',0.5,0.5,0.5,0.5,2,2,3,3,3,4,74,75,0,1,2,1,3,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.6551,0.3449,1.9,1,2,2,2,0,0.5,0.0582,2,0,0.3125,0.125,0.5,0.25,0.2495,0,0.4444,1.75,2.25
'X5',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,74,74,0,1,2,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0.25,0,0,0,1,120,60,2,0.4146,0.2032,2.04,0.6178,4,4,4,0,0.5,0.04186,2,0,0.375,0.1768,0.5,0.125,0.3328,0.1909,0.4,2,2.5
'X5',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,76,76,0,1,4,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,80,60,1.333,0.5167,0.4833,1.069,1,2,2,2,0,0.5,0.05558,1.5,0,0.5,0.25,0.75,0.25,0.4995,0.3536,0.4,2,2.5
'X5',0.5,0.5,1,1,9,9,2,2,2,9,62,66,1,0,2,1,2,0,3,2,9,0.6667,0.5,0.6667,0.6667,0,0,0,0,0,0,0.3333,0,0,0,0,1,0,0,1,120,80,1.5,0.3422,0.3316,1.032,0.6738,3,3,3,0,0.3333,0.04523,2,0,0.25,0.1768,0.5,0.125,0.2495,0.2165,0.5,1.5,2
'X5',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,74,73,0.3333,0.6667,2,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
'X5',0.4,0.4,1,1,2,2,3,3,3,3,72,72,0.6,0.4,0,1,3,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,0.6667,3,3,2,60,48,1.25,0.346,0.186,1.86,0.532,5,5,5,0,0.2,0.03722,2.5,0,0.3,0.2592,0.75,0.125,0.312,0.2976,0.4,2,2.5
'X5',0.5,0.5,0.5,0.5,2,2,3,3,3,4,69,69,1,0,9,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333,3,2,2,60,120,2,0.5052,0.2548,1.982,0.76,3,3,3,0,0.6667,0.04819,1,0,0.75,0.2887,1,0.5,0.8328,0.2887,0.25,3.5,4
'X5',0.5,0.5,1,1,2,2,2,2,2,2,67,68,1,0,7,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,80,120,1.5,0.2763,0.267,1.035,0.5433,4,4,4,0,0.25,0.03919,2,0,0.3438,0.1875,0.5,0.125,0.2912,0.1909,0.4211,1.875,2.375
'X5',0.6667,0.6667,0.5,0.5,1,11,2,2,2,1,72,71,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,2,1,2,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
'X5',0.2857,0.2857,1,1,2,2,4,4,4,7,67,69,0.8571,0.1429,7,3,3,2,3,4,1,0.5,0.3333,0.3333,0,0,0.5,0.3333,0.1667,0,0,0,0,0,1,0,0.6667,2,5,3.333,120,60,2,0.4985,0.296,1.684,0.7944,3,3,3,0,1,0.04823,1.4,1.237,0.6786,0.374,1.5,0.5,0.6662,0.4082,0.1739,5.25,5.75
'X5',0.4,0.4,0.5,0.5,1,11,4,4,4,5,71,72,0.6,0.4,11,2,3,2,2.5,3,1,0.5,0.5,0,0,0.25,0.75,0,0.25,0,0,0,0,0,0,0,0.25,4,5,4,120,60,2,0.2903,0.2834,1.024,0.5737,4,4,4,0,0.5,0.0401,2.5,0,0.3,0.1118,0.5,0.25,0.312,0.125,0.4,2,2.5
'X5',0.25,0.25,1,1,1,1,4,4,4,5,66,68,1,0,6,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.5132,0.2434,2.109,0.7566,3,3,3,0,0.6667,0.04846,2,0,0.3125,0.125,0.5,0.25,0.3328,0.1443,0.4444,1.75,2.25
'X5',0.4,0.4,0.5,0.5,4,11,4,4,4,5,71,70,1,0,11,2,2,0,2,4,1,0.25,1,0.25,0.25,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0.3333,3,5,1,80,120,1.5,0.3877,0.2496,1.554,0.6373,5,5,4,0,0.5,0.03957,1.667,0,0.4,0.1369,0.5,0.25,0.3745,0.1443,0.3333,2.5,3
'X5',0.4,0.4,0.5,0.5,7,2,4,4,4,7,74,71,0.6,0.4,2,3,2,0,2.25,4,1,0.25,1,0.5,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0.3333,1.5,2,1,80,160,2,0.2944,0.2697,1.091,0.5641,5,5,5,0,0.4,0.0368,2.5,0,0.25,0.08839,0.375,0.125,0.2495,0.1021,0.4444,1.75,2.25
'X5',0.3333,0.3333,0.5,0.5,2,2,5,5,5,7,62,63,1,0,2,3,3,2,2.6,3,1,0.6,0.3333,0,0,0.2,0.8,0,0,0.2,0,0,0,0,0,0,0.6,2.5,3,2,80,60,1.333,0.2845,0.1585,1.795,0.443,6,6,6,0,0.3333,0.03333,2,0,0.4167,0.4306,1.25,0.125,0.4745,0.4541,0.2857,3,3.5
'X5',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,3,4,2,2,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,2,3,0,120,60,2,0.6569,0.3431,1.914,1,2,2,2,0,1,0.05826,1.5,0,0.5,0,0.5,0.5,0.4995,0,0.4,2,2.5
'X5',0.4,0.4,0.5,0.5,4,4,4,4,4,7,66,65,1,0,6,3,1,2,2.75,3,1,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,1,0,0.5,4,4,3,120,60,2,0.3629,0.2481,1.463,0.611,5,5,5,0,0.6,0.03853,2.5,0,0.35,0.1369,0.5,0.25,0.3745,0.1443,0.3636,2.25,2.75
'X5',0.5,0.5,0.5,0.5,4,4,3,3,3,5,66,65,1,0,6,2,1,0,2,3,1,0.3333,1,0.3333,0.3333,0.3333,0.3333,0,0.3333,0,0,0,0,0,0,0,0.5,2,5,1,120,80,1.5,0.4076,0.4029,1.012,0.8106,3,3,3,0,0.3333,0.04731,2,0,0.375,0.1443,0.5,0.25,0.4162,0.1443,0.4,2,2.5
'X5',0.6,0.6,0.3333,0.3333,2,2,3,3,3,3,76,77,0,1,4,1,3,0,0.75,3,1,0.5,0.5,0.5,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,80,60,1.333,0.3013,0.2719,1.108,0.5732,5,5,5,0,0.4,0.03704,1.667,0,0.4,0.2236,0.75,0.25,0.437,0.2394,0.3333,2.5,3
'X5',0.4167,0.4167,0.6,0.6,3,9,3,5,5,7,74,72,0.5,0.5,2,1,3,2,1.364,4,2,0.4545,0.6,0.3636,0.2727,0.1818,0.6364,0.09091,0,0,0,0,0,0,0,0,0.375,4,4,2.714,80,120,1.5,0.2533,0.2155,1.176,0.4688,5,5,5,0,0.4,0.03525,2.4,2.121,0.3125,0.1131,0.5,0.25,0.295,0.1011,0.2857,4.75,5.25
'X5',0.3333,0.3333,1,1,2,7,3,3,3,5,67,69,1,0,0,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.6821,0.3179,2.146,1,2,2,2,0,1,0.05917,1,0,0.6667,0.2887,1,0.5,0.4995,0,0.3333,2.5,3
'X5',0.6,0.6,0.3333,0.3333,4,4,3,3,3,4,71,69,1,0,11,1,3,0,1.5,3,2,0.5,0.5,0.75,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0.5,2,4,1,120,60,2,0.3758,0.2592,1.45,0.6349,5,5,4,0,0.75,0.03933,2.5,0,0.35,0.1369,0.5,0.25,0.3745,0.1443,0.3636,2.25,2.75
'X5',1,1,0,0,74,2,1,1,1,0,74,74,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.5038,0.4962,1.015,1,2,2,2,0,0.5,0.05556,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X5',0.4286,0.4286,0.6667,0.6667,5,5,4,4,4,5,74,76,0,1,2,2,3,0,1.667,4,2,0.3333,1,0.3333,0.3333,0.1667,0.5,0,0.1667,0,0,0,0,0,0,0,0.25,4,5,2.667,120,60,2,0.4775,0.3588,1.331,0.8364,3,3,3,0,1,0.04856,1.167,0.3536,0.7857,0.6196,2,0.25,0.7495,0.6708,0.1538,6,6.5
'X5',0.2857,0.2857,1,1,2,2,5,5,5,7,64,66,1,0,4,4,3,2,1.833,4,2,0.5,0.3333,0.3333,0.1667,0.1667,0.6667,0.1667,0,0,0,0,0,0,0,0,0.6,2.5,4.5,2,60,40,1.5,0.2419,0.2375,1.018,0.4794,4,5,4,0,0.5,0.03677,1.75,0,0.4286,0.2782,1,0.25,0.4578,0.2923,0.25,3.5,4
'X5',0.5,0.5,1,1,1,1,2,2,2,1,78,78,0,1,6,1,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,0.5,0,1.5,1.414,2.5,0.5,0.4995,0,0.25,3.5,4
'X5',0.3333,0.3333,0.5,0.5,5,1,5,5,5,7,74,72,0.3333,0.6667,2,4,2,2,3,3,3,0.4,1,0,0,0.2,0.6,0,0.4,0,0,0,0,0,0,0,0.2,2.5,6,2,120,60,2,0.4104,0.2961,1.386,0.7065,3,3,3,0,1,0.04583,1.5,0,0.5833,0.2041,1,0.5,0.5995,0.2236,0.2222,4,4.5
'X5',0.75,0.75,0.3333,0.3333,5,5,2,2,2,5,74,75,0,1,2,2,1,0,1.667,2,5,0.6667,0.5,0.6667,0.6667,0,0,0,0.3333,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.41,0.217,1.89,0.6269,4,4,4,0,0.5,0.04175,2,0,0.4375,0.125,0.5,0.25,0.4162,0.1443,0.3636,2.25,2.75
'X5',0.25,0.25,1,1,3,3,5,5,5,7,64,66,1,0,4,4,2,2,1.714,4,2,0.4286,0.6667,0.2857,0.2857,0.1429,0.5714,0,0.1429,0,0,0,0,0,0,0,0.2,5,5,2.667,40,120,3,0.2467,0.2462,1.002,0.4929,5,5,5,0,0.6,0.03568,2,0,0.375,0.2315,0.75,0.25,0.3209,0.189,0.25,3.5,4
'X5',0.5,0.5,0.5,0.5,4,4,3,3,3,4,71,69,1,0,11,1,3,2,2.667,2,2,0.6667,0.5,0.3333,0,0,0.6667,0.3333,0,0,0,0,0,0,0,0.25,0.3333,3,4,3,120,160,1.333,0.4161,0.2007,2.073,0.6168,4,4,4,0,0.5,0.04188,2,0,0.375,0.1768,0.5,0.125,0.3328,0.1909,0.4,2,2.5
'X5',0.5,0.5,0.6667,0.6667,2,2,3,3,3,3,71,70,1,0,11,1,3,0,0.8,3,1,0.4,1,0.4,0.4,0.4,0.6,0,0,0,0,0,0,0,0,0.1667,0.6667,3,3,1.333,120,60,2,0.2315,0.1573,1.472,0.3888,4,8,8,0,0.375,0.02974,3,0,0.2708,0.1661,0.5,0.125,0.2995,0.1677,0.381,2.125,2.625
'X5',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,80,1.5,0.5476,0.4524,1.211,1,2,2,2,0,0.5,0.05581,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X5',0.3333,0.3333,1,1,1,2,3,3,3,3,71,72,0.6667,0.3333,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,80,1.5,0.5484,0.4516,1.214,1,2,2,2,0,0.5,0.05582,1.5,0,0.4167,0.1443,0.5,0.25,0.3745,0.1768,0.4444,1.75,2.25
'X5',0.3333,0.3333,1,1,2,2,4,4,4,5,74,76,0,1,2,2,3,2,1.6,4,2,0.4,0.5,0.4,0.2,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0.25,4,3,2,120,60,2,0.3672,0.1885,1.948,0.5557,4,5,4,0,0.5,0.03827,2,0,0.375,0.1369,0.5,0.25,0.3495,0.1369,0.3077,2.75,3.25
'X5',0.4,0.4,1,1,2,2,3,3,3,4,74,74,0.2,0.8,2,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,2,2,2,80,120,1.5,0.3825,0.2454,1.559,0.6279,5,5,5,0,0.4,0.03925,1.667,0,0.4,0.1369,0.5,0.25,0.3745,0.1443,0.3333,2.5,3
'X5',0.5,0.5,1,1,2,2,2,2,2,2,69,70,1,0,9,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0.5,2,2,2,54,48,1.125,0.3444,0.3333,1.033,0.6778,3,3,3,0,0.3333,0.04523,2,0,0.3125,0.2976,0.75,0.125,0.4162,0.5052,0.5,1.25,2.5
'X5',0.6,0.6,0.6667,0.6667,2,2,2,2,2,2,69,69,1,0,9,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,80,1.5,0.4493,0.2814,1.597,0.7307,4,4,3,0,0.6667,0.04411,1.667,0,0.3,0.1118,0.5,0.25,0.312,0.125,0.5,2.5,3
'X5',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,68,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,80,1.5,0.5126,0.4874,1.052,1,2,2,2,0,0.5,0.05557,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X5',0.3333,0.3333,1,1,2,7,3,3,3,5,69,71,0.6667,0.3333,2,2,1,3,4,2,2,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,2,5,0,120,60,2,0.6693,0.3307,2.024,1,2,2,2,0,1,0.05869,1,0,0.6667,0.2887,1,0.5,0.4995,0,0.3333,2.5,3
'X5',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,160,120,1.333,0.5039,0.4961,1.016,1,2,2,2,0,0.5,0.05556,1,0,0.6667,0.7324,1.5,0.125,0.2495,0.1768,0.3333,2.5,3
'X5',0.5,0.5,0.5,0.5,5,7,3,3,3,5,74,72,0.5,0.5,2,2,2,0,1.667,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,1,0,0,0,120,90,1.333,0.3503,0.3333,1.051,0.6836,3,3,3,0,0.3333,0.04526,4,0,0.2916,0.1768,0.5,0.125,0.2217,0.134,0.6001,1.166,1.667
'X5',0.3333,0.3333,1,1,2,7,3,3,3,5,67,69,1,0,0,2,1,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,2,2,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.4167,0.2887,0.75,0.25,0.2495,0,0.4444,1.75,2.25
'X5',0.6667,0.6667,0.5,0.5,5,7,2,2,2,5,70,71,0.6667,0.3333,10,2,1,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,2,5,2,160,96,1.667,0.5078,0.4922,1.032,1,2,2,2,0,0.5,0.05556,3,0,0.25,0.125,0.375,0.125,0.312,0.08839,0.5714,1.25,1.75
'X5',0.2857,0.2857,1,1,2,2,5,5,5,9,72,72,0.5714,0.4286,0,5,2,2,2.167,2,1,0.8333,0.2,0.1667,0,0,0.8333,0.1667,0,0,0,0,0,0,0,0,0.3333,6,4,3,80,120,1.5,0.2617,0.259,1.01,0.5208,5,5,5,0,0.4,0.03607,2.333,0,0.3571,0.1967,0.75,0.25,0.2912,0.1021,0.2857,3,3.5
'X5',0.5,0.5,0.5,0.5,2,2,3,3,3,4,72,73,0.5,0.5,0,1,3,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.5265,0.2507,2.101,0.7772,3,3,3,0,0.6667,0.04896,2,0,0.3438,0.1197,0.5,0.25,0.3328,0.1443,0.4211,1.875,2.375
'X5',0.25,0.25,1,1,1,1,4,4,4,5,66,68,1,0,6,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,48,1.25,0.501,0.2581,1.941,0.7591,3,3,3,0,0.3333,0.04805,2,0,0.3125,0.125,0.5,0.25,0.4162,0.2887,0.5,1.25,2.5
'X5',0.5714,0.5714,0.25,0.25,7,2,4,4,4,9,74,72,0.2857,0.7143,2,2,1,2,3,5,2,0.3333,0.5,0.6667,0.1667,0,0.3333,0.3333,0,0,0.1667,0,0,0,1,0,0.6,2.5,8,2,120,80,1.5,0.2763,0.2638,1.048,0.5401,5,5,5,0,0.6,0.03656,2.333,0,0.2857,0.09449,0.5,0.25,0.2912,0.1021,0.3333,2.5,3
