@relation groupran
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X1',0.6667,0.6667,0.25,0.25,4,9,3,3,3,7,71,70,0.8333,0.1667,11,2,1,3,2.8,3,1,0.4,1,1,0.2,0,0,0.8,0,0,0,0,0,0,0,1,0,0.5,2,5,1.667,60,96,1.6,0.1818,0.1818,1,0.3636,4,7,7,0,0.2857,0.0307,3,0,0.2292,0.0941,0.375,0.125,0,0.2245,0.1046,0.4211,1.875,2.375
'X1',0.375,0.375,0.6667,0.6667,5,7,5,5,5,9,71,71,0.625,0.375,11,5,1,2,1.857,4,2,0.4286,0.6667,0.5714,0.2857,0,0.4286,0.2857,0,0,0,0,0,0,0,1,0,0.8,5,4,1.667,80,120,1.5,0.1579,0.1579,1,0.3158,7,10,10,0,0.3,0.0259,2.667,0,0.2969,0.1326,0.5,0.125,0,0.3031,0.1417,0.2963,2.875,3.375
'X1',0.4,0.4,0.5,0.5,7,9,4,4,4,10,69,67,1,0,9,3,2,0,5.75,4,5,0.25,1,0.5,0.25,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0.6667,1.5,9,1,60,80,1.333,0.25,0.25,1,0.5,5,5,5,0,0.4,0.03645,1.667,0,0.45,0.2092,0.75,0.25,0,0.4995,0.2041,0.3077,2.75,3.25
'X1',0.4286,0.4286,0.6667,0.6667,4,5,4,4,3,12,67,68,0.8571,0.1429,7,2,2,0,4.667,4,7,0.3333,1,0.6667,0.3333,0,0,0,0.1667,0,0.3333,0.1667,0,0,0,0,0,0.5,2,9.5,1.333,48,120,2.5,0.2857,0.2857,1,0.5714,4,5,4,0,0.25,0.03779,2.333,0,0.3929,0.1336,0.5,0.25,0,0.4162,0.1291,0.2667,3.25,3.75
'X1',0.2,0.2,1,1,4,2,5,5,5,10,67,72,0.6,0.4,0,4,1,3,4.75,4,1,0.25,1,0.75,0,0,0,0.5,0.25,0,0.25,0,0,0,0,1,0,0.5,2,7.5,0,80,40,2,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,1.667,0,0.5,0.3423,0.75,0.125,0,0.5933,0.3125,0.2857,3,3.5
'X1',0.3333,0.3333,1,1,2,2,4,4,4,7,67,69,0.8333,0.1667,7,4,2,5,4.4,4,3,0.4,0.5,0.4,0,0,0.2,0.2,0.4,0,0.2,0,0,0,0,0,0.1667,0.4,1.667,5.667,3.5,120,44,2.727,0.25,0.1667,1.5,0.4167,4,7,7,0,0.1429,0.03167,2,0,0.3542,0.1661,0.5,0.125,0,0.3745,0.1768,0.32,2.625,3.125
'X1',0.2,0.2,1,1,1,2,5,5,5,10,66,70,0.6,0.4,2,4,1,3,6.75,4,2,0.25,1,0.5,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0.25,2,9,0,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0,0.6,0.03903,1.667,0,0.4,0.1369,0.5,0.25,0,0.3745,0.1443,0.3333,2.5,3
'X1',0.5,0.5,0.3333,0.3333,5,9,4,4,4,8,71,70,0.8333,0.1667,11,2,3,3,3.4,3,3,0.6,0.3333,0.8,0.2,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0.5,2,7,1.5,80,120,1.5,0.3,0.3,1,0.6,3,5,5,0,0.4,0.03823,2,0,0.3333,0.2041,0.75,0.25,0,0.3495,0.2236,0.3333,2.5,3
'X1',0.3333,0.3333,0.5,1,9,2,5,5,3,14,71,69,0.6667,0.3333,2,2,1,2,3.8,4,2,0.4,0.5,0.6,0.2,0,0.4,0.2,0,0,0,0,0,0.2,0,0,0,0.5,4,5,1,80,40,2,0.3,0.2,1.5,0.5,4,5,5,0,0.4,0.03655,2,0,0.4167,0.2041,0.75,0.25,0,0.4495,0.2092,0.2857,3,3.5
'X1',0.4,0.4,1,1,3,9,3,3,3,5,71,73,0.4,0.6,2,2,2,0,1.75,3,2,0.5,0.5,0.5,0.5,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.5,2,5,1,120,48,2.5,0.375,0.25,1.5,0.625,4,4,4,0,0.5,0.04146,1.667,0,0.45,0.1118,0.5,0.25,0,0.437,0.125,0.3077,2.75,3.25
'X1',0.6667,0.6667,0.25,0.25,4,7,3,3,3,5,67,68,1,0,7,2,2,0,2,4,1,0.4,0.5,0.6,0.4,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0.6667,3,5,1.667,120,48,2.5,0.3,0.2,1.5,0.5,4,5,5,0,0.6,0.03655,2,0,0.4583,0.1882,0.75,0.25,0,0.4495,0.2092,0.2667,3.25,3.75
'X1',0.1667,0.3333,1,0.5,5,4,6,6,5,12,64,71,0.6667,0.3333,4,4,2,2,6.4,5,1,0.2,1,0.6,0,0,0.2,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0.4,1.667,8,0,120,80,1.5,0.4,0.3,1.333,0.7,3,4,3,0,0.6667,0.04285,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.4,2,2.5
'X1',0.3636,0.3636,0.5,0.5,5,7,6,6,6,8,74,71,0.6364,0.3636,2,4,2,3,4,6,1,0.4,0.5,0.6,0,0,0.2,0.5,0.1,0,0.1,0.1,0,0,0,4,0,0.5,2,6.4,3.8,120,80,1.5,0.2308,0.1923,1.2,0.4231,5,9,5,0,0.6,0.03068,2.75,0,0.2841,0.159,0.75,0.125,0,0.287,0.1672,0.2424,3.625,4.125
'X1',0.2857,0.2857,0.5,0.5,9,9,6,6,6,9,71,67,1,0,11,6,1,0,4.167,6,2,0.1667,1,0.6667,0.1667,0,0.1667,0.3333,0,0,0.1667,0.1667,0,0,0,1,0,0.6,1.667,6,1,54,160,2.963,0.1875,0.1875,1,0.375,4,10,10,0,0.2,0.02725,3.5,0,0.25,0.125,0.5,0.125,0,0.2495,0.1369,0.3636,2.25,2.75
'X1',0.3571,0.3571,0.8,0.8,4,4,4,5,5,9,78,74,0.2143,0.7857,6,3,2,0,3.538,5,2,0.2308,0.6667,0.6923,0.2308,0,0.1538,0.3077,0.07692,0,0.1538,0.07692,0,0,0,1,0,0.4,2,7.8,3.667,40,48,1.2,0.2593,0.2222,1.167,0.4815,5,5,5,0,0.6,0.03592,1.75,0.5893,0.5357,0.4026,1.25,0.25,0,0.538,0.4189,0.1176,8,8.5
'X1',0.5,0.5,0.5,0.5,2,7,3,3,3,5,69,70,0.75,0.25,9,2,2,0,1.667,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,69,80,1.159,0.25,0.25,1,0.5,4,4,4,0,0.25,0.03903,2,0,0.2812,0.1573,0.5,0.125,0,0.2912,0.1909,0.4706,1.625,2.125
'X1',0.5,0.5,0.5,0.5,5,5,3,3,3,7,67,66,1,0,7,3,1,2,4.667,3,3,0.3333,1,0.3333,0,0,0.3333,0,0.3333,0,0.3333,0,0,0,0,0,0,0.3333,1.5,6,3,54,69,1.278,0.2,0.2,1,0.4,5,5,5,0,0.4,0.0348,2,0,0.4688,0.2135,0.75,0.25,0,0.5412,0.1909,0.3478,2.375,2.875
'X1',0.3333,0.3333,1,1,1,1,4,4,3,12,66,66,1,0,6,2,1,1,4.4,4,1,0.4,0.5,0.4,0.2,0.4,0.4,0,0,0,0,0.2,0,0.2,0,0,0,0.5,1.333,3.333,2,80,120,1.5,0.2857,0.2857,1,0.5714,5,5,5,0,0.4,0.03694,1.5,0,0.5,0.3873,1.25,0.25,0,0.5495,0.4108,0.25,3.5,4
'X1',0.3,0.3,0.6667,0.6667,4,4,6,6,6,9,62,65,1,0,2,6,2,4,4.889,4,1,0.3333,1,0.6667,0,0,0,0.4444,0.3333,0,0.2222,0,0,0,0,0.3333,0.1,0.5556,1.286,5.571,2.75,120,40,3,0.3333,0.2778,1.2,0.6111,3,5,3,0,1,0.04073,1.429,0.3536,0.6,0.3764,1.5,0.25,0,0.5551,0.3703,0.1429,6.5,7
'X1',0.5,0.5,0.5,0.5,2,9,3,3,3,5,71,71,0.75,0.25,11,2,1,3,2.667,2,1,0.6667,0.5,0.6667,0,0,0.3333,0.6667,0,0,0,0,0,0,0,0,0,0.3333,3,3,2,40,48,1.2,0.25,0.25,1,0.5,4,4,4,0,0.5,0.03903,2,0,0.25,0,0.25,0.25,0,0.4995,0.433,0.6364,1.5,2.75
'X1',0.25,0.25,0.5,1,8,4,7,7,6,12,67,65,1,0,7,4,2,1,4.286,6,1,0.2857,0.5,0.1429,0,0.2857,0.4286,0,0.1429,0.1429,0.1429,0.1429,0,0,0,0,0,0.5714,2.333,7.333,4,44,96,2.182,0.1667,0.1667,1,0.3333,7,9,9,0,0.1111,0.02707,2.667,0,0.3125,0.09449,0.5,0.25,0,0.3209,0.09835,0.2857,3,3.5
'X1',0.4,0.4,0.5,0.5,2,7,4,4,4,7,69,71,0.6,0.4,9,4,1,5,5,3,2,0.5,0.5,0.5,0,0,0,0.25,0.5,0,0.25,0,0,0,0,0,0,0.5,1.333,4.333,4,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0,0.6,0.03903,1.667,0,0.4,0.1369,0.5,0.25,0,0.3745,0.1443,0.3333,2.5,3
'X1',0.6,0.6,0.6667,0.6667,2,2,2,2,2,2,69,69,1,0,9,1,2,2,1.5,2,2,0.75,0.3333,0.25,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0.6667,1.5,2,2,120,48,2.5,0.375,0.25,1.5,0.625,4,4,4,0,0.5,0.04146,1.667,0,0.45,0.1118,0.5,0.25,0,0.437,0.125,0.3077,2.75,3.25
'X1',0.3333,0.3333,1,1,2,5,3,3,3,7,69,72,0.6667,0.3333,4,3,0,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,69,80,1.159,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.3608,0.75,0.125,0,0.437,0.4419,0.5,1.5,2
'X1',0.5,0.5,0.5,0.5,1,2,3,3,3,3,72,72,0.75,0.25,0,1,3,1,1.143,3,1,0.5714,0.5,0.1429,0.1429,0.5714,0.8571,0,0,0,0,0,0,0,0,0,0,0.5,1.5,1.75,2,60,80,1.333,0.2353,0.2353,1,0.4706,5,5,5,0,0.4,0.03578,2.667,0,0.3125,0.1768,0.75,0.25,0,0.3209,0.189,0.2857,3,3.5
'X1',0.2,0.4,1,0.5,5,7,5,5,4,12,67,73,0.4,0.6,7,3,2,3,4.75,4,1,0.25,1,0.75,0,0,0,0.5,0.25,0,0.25,0,0,0,0,1,0,0.25,4,12,0,120,69,1.739,0.3333,0.1667,2,0.5,5,5,5,0,0.2,0.03674,2.5,0,0.225,0.0559,0.25,0.125,0,0.2183,0.0625,0.4706,1.625,2.125
'X1',0.3333,0.3333,1,1,4,4,3,3,3,5,74,77,0,1,2,2,1,4,4.5,2,1,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,2,4,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.5833,0.5774,1.25,0.25,0,0.2495,0,0.3636,2.25,2.75
'X1',0.4286,0.4286,1,1,5,7,3,3,3,5,69,71,0.5714,0.4286,2,2,1,5,3,3,5,0.5,0.6667,0.5,0.3333,0,0,0.1667,0.5,0,0,0,0,0,0,0,0,0.5,1.333,5,2,52,80,1.538,0.2,0.2,1,0.4,5,8,8,0,0.125,0.02963,2.333,0,0.3095,0.1337,0.5,0.1665,0,0.3189,0.1436,0.3158,2.666,3.167
'X1',0.5,0.5,0.5,0.5,3,2,3,3,3,3,74,72,0.5,0.5,2,1,3,0,1.333,3,1,0.3333,1,0.6667,0.3333,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0.5,2,1,1,120,44,2.727,0.3333,0.1667,2,0.5,5,5,5,0,0.4,0.03674,2,0,0.4688,0.0625,0.5,0.375,0,0.4578,0.07217,0.3478,2.375,2.875
'X1',0.6667,0.6667,0.25,0.25,2,2,3,3,3,7,74,74,0.1667,0.8333,2,3,1,0,2.4,3,5,0.4,1,0.4,0.4,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0.6667,3,7,1.333,60,48,1.25,0.3,0.2,1.5,0.5,4,5,5,0,0.4,0.03655,2,0,0.2917,0.1021,0.5,0.25,0,0.4495,0.326,0.5,2.25,3.5
'X1',0.4286,0.4286,0.6667,0.6667,2,2,4,4,4,11,78,74,0.2857,0.7143,6,2,3,2,2.5,3,2,0.5,0.6667,0.3333,0.3333,0,0.5,0,0,0,0,0.1667,0,0,0,0,0,0.75,2,6.5,1.667,48,60,1.25,0.2143,0.2143,1,0.4286,5,5,5,0,0.2,0.03517,2.333,0,0.3929,0.2835,1,0.25,0,0.4162,0.3028,0.2667,3.25,3.75
'X1',0.4286,0.4286,1,1,4,4,3,3,3,4,67,69,1,0,7,1,3,4,2.667,3,2,0.5,0.6667,0.6667,0.1667,0,0.3333,0.5,0,0,0,0,0,0,0,0,0,0.6,1.25,3,2.25,120,48,2.5,0.2857,0.2143,1.333,0.5,5,5,5,0,0.6,0.03606,2.333,0,0.3214,0.122,0.5,0.25,0,0.3328,0.1291,0.3077,2.75,3.25
'X1',1,1,0,0,69,9,1,1,1,0,69,69,1,0,9,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X1',0.3333,0.3333,1,1,2,9,3,3,3,3,69,70,1,0,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2917,0.1909,0.5,0.125,0,0.187,0.08839,0.5333,1.375,1.875
'X1',0.3333,0.3333,1,1,5,4,3,3,3,9,69,73,0.3333,0.6667,2,2,1,5,7,2,4,0.5,1,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,2,5,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X1',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,62,62,1,0,2,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25
'X1',0.5,0.5,1,1,2,2,2,2,2,2,72,73,0.5,0.5,0,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,0,60,1,0,0,1,1,1,1,0,1,0.07881,1,0,0.625,0.5303,1,0.25,0,0.9995,0,0.5,2,2.5
'X1',0.5,0.5,0.5,0.5,9,9,3,3,3,11,69,67,1,0,9,1,3,0,4.333,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0,0,0,0,0,0.3333,0,0,0,0,0.5,2,11,1,48,60,1.25,0.25,0.25,1,0.5,4,4,4,0,0.25,0.03903,2,0,0.375,0.25,0.75,0.25,0,0.4162,0.2887,0.4,2,2.5
'X1',0.5,0.5,0.5,0.5,4,4,3,3,3,4,71,69,1,0,11,1,3,0,2,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0.5,2,4,1,48,40,1.2,0.5,0.25,2,0.75,3,3,3,0,0.3333,0.04801,2,0,0.4375,0.375,1,0.25,0,0.4995,0.433,0.3636,2.25,2.75
'X1',0.4286,0.4286,0.6667,0.6667,2,2,4,4,4,7,69,68,1,0,9,3,3,2,1.833,3,2,0.6667,0.25,0.3333,0.1667,0,0.6667,0.1667,0,0,0,0,0,0,0,0,0,0.8,2.5,4.5,2,60,120,2,0.3571,0.3571,1,0.7143,3,3,3,0,0.6667,0.04545,1.4,1.237,0.5714,0.189,1,0.5,0,0.5828,0.2041,0.2,4.5,5
'X1',0.6,0.6,0.3333,0.3333,5,2,3,3,3,7,74,73,0.2,0.8,2,3,1,2,2.25,3,2,0.5,0.5,0.25,0.25,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0.3333,3,2,1.5,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.3,0.1118,0.5,0.25,0,0.2495,0,0.4,2,2.5
'X1',0.4,0.4,0.5,0.5,7,2,4,4,4,7,74,71,0.6,0.4,2,3,2,0,2.5,4,1,0.25,1,0.5,0.25,0.25,0.5,0,0,0,0.25,0,0,0,0,0,0,0.3333,3,7,1,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25
'X1',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,2,2,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2
'X1',0.3333,0.3333,1,1,3,3,3,3,3,7,64,67,1,0,4,2,1,3,5,2,4,0.5,1,1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,2,7,0,120,60,2,0.6667,0.3333,2,1,2,2,2,0,1,0.0586,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5
'X1',0.6,0.6,0.3333,0.3333,2,2,3,3,3,3,67,68,1,0,7,1,3,3,2,3,3,0.5,0.5,0.75,0.25,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0.6667,1.5,3,1.5,96,160,1.667,0.2222,0.2222,1,0.4444,7,7,7,0,0.1429,0.03105,2.5,0,0.35,0.1046,0.5,0.25,0,0.3745,0.1021,0.3636,2.25,2.75
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,72,72,0.6667,0.3333,0,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X1',0.4,0.4,0.5,0.5,2,2,4,4,4,7,74,76,0,1,2,4,1,2,4.25,4,1,0.25,1,0.5,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0.5,2,6,3,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0,0.5,0.04024,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5
'X1',0.2,0.4,1,0.5,4,7,5,5,4,12,67,72,0.6,0.4,7,3,2,5,4,3,3,0.5,0.5,0.25,0,0,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0.25,4,12,0,69,54,1.278,0.2857,0.1429,2,0.4286,6,6,6,0,0.1667,0.0333,1.667,0,0.425,0.3491,1,0.125,0,0.2808,0.1573,0.32,2.625,3.125
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,76,75,0,1,4,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2
'X1',0.3333,0.3333,1,1,5,5,3,3,3,7,62,66,1,0,2,3,0,2,4.5,2,5,0.5,1,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,2,2,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X1',0.5,0.5,0.5,0.5,3,3,3,3,3,5,69,68,1,0,9,2,1,2,3.333,3,1,0.3333,1,0.3333,0,0,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0.6667,1.5,3.5,3,120,60,2,0.5,0.3333,1.5,0.8333,3,3,3,0,1,0.04891,1.333,0,0.5,0,0.5,0.5,0,0.4995,0,0.3333,2.5,3
'X1',0.2,0.2,1,1,4,4,5,5,5,9,62,67,1,0,2,3,0,4,3.25,3,2,0.5,0.5,0.75,0,0,0.25,0.75,0,0,0,0,0,0,0,0.5,0,0.75,2,4.5,0,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.3,0.1118,0.5,0.25,0,0.2495,0,0.4,2,2.5
'X1',0.5,0.5,0.5,0.5,2,2,3,3,3,3,67,68,1,0,7,1,3,1,2,3,1,0.3333,1,0.3333,0,0.3333,0.6667,0.3333,0,0,0,0,0,0,0,0,0,0.3333,3,3,3,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X1',0.3333,0.3333,0.6667,1,5,5,5,5,4,12,69,68,0.8889,0.1111,4,4,0,0,3.625,4,7,0.375,1,0.875,0.375,0,0,0.125,0.125,0,0.375,0,0,0,0,0,0,0.4,1.667,7.333,1.25,80,120,1.5,0.2667,0.2667,1,0.5333,4,5,4,0,0.5,0.03712,1.8,1.591,0.5,0.3953,1.5,0.25,0,0.5308,0.4105,0.1818,5,5.5
'X1',0.4286,0.4286,0.6667,0.6667,7,7,4,4,4,9,81,78,0,1,9,2,1,7,4.667,5,7,0.3333,0.5,0.6667,0.1667,0,0.1667,0.1667,0,0,0.3333,0.1667,0,0,0,0,0,0.4,1.667,7.667,2.333,40,48,1.2,0.2143,0.2143,1,0.4286,5,5,5,0,0.6,0.03517,1.75,0,0.4643,0.1725,0.75,0.25,0,0.4578,0.1882,0.2353,3.75,4.25
'X1',0.5,0.5,0.5,0.5,7,5,3,3,3,7,74,71,0.5,0.5,2,2,2,0,3.333,3,3,0.3333,1,1,0.3333,0,0,0.3333,0,0,0.3333,0,0,0,0,0,0,0.5,2,3,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X1',0.25,0.25,1,1,7,7,5,5,5,9,74,79,0,1,2,3,1,2,3.286,5,5,0.2857,1,0.5714,0.1429,0.1429,0.4286,0.1429,0,0,0.2857,0,0,0,0,0,0,0.5,3,8,3,120,40,3,0.3333,0.1111,3,0.4444,7,7,7,0,0.4286,0.03345,2,0,0.3906,0.3625,1.25,0.125,0,0.4102,0.3867,0.2424,3.625,4.125
'X1',0.75,0.75,0.3333,0.3333,3,3,2,2,2,3,69,68,1,0,9,1,2,3,2,2,3,0.6667,0.5,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,0,0,0.5,2,3,1.5,80,60,1.333,0.5,0.25,2,0.75,3,3,3,0,0.3333,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25
'X1',0.4,0.4,0.5,1,7,7,4,4,3,12,69,68,0.8,0.2,2,3,0,5,3,3,5,0.5,0.5,0.25,0.25,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0,0.5,0.04024,2.5,0,0.325,0.1118,0.5,0.25,0,0.312,0.125,0.381,2.125,2.625
'X1',0.4286,0.4286,0.6667,0.6667,1,11,4,4,4,5,71,72,0.7143,0.2857,11,2,3,0,1.5,4,1,0.3333,1,0.3333,0.3333,0.3333,0.5,0,0.1667,0,0,0,0,0,0,0,0,0.5,1.333,2.333,1.667,80,120,1.5,0.2667,0.2667,1,0.5333,4,5,4,0,0.25,0.03712,1.75,0,0.4286,0.2782,1,0.25,0,0.3328,0.1291,0.25,3.5,4
'X1',0.3333,0.3333,1,1,3,3,3,3,3,5,64,66,1,0,4,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X1',0.5,0.5,0.5,0.5,3,3,3,3,3,7,64,66,1,0,4,2,2,7,5.667,2,4,0.6667,0.5,1,0,0,0,0.3333,0,0,0.6667,0,0,0,0,0,0,0.3333,1.5,5,2,60,120,2,0.4,0.4,1,0.8,3,3,3,0,0.6667,0.04702,1.333,0,0.5625,0.3146,1,0.25,0,0.6662,0.2887,0.3077,2.75,3.25
